complex_id,index
M_h_c+M_lcts_p,2475
M_2me4p_c+M_nadp_c,429
M_anhgm_e,1222
M_ala_DASH_D_p+M_murein4px4p_p,1106
M_murein4p3p_p,2787
M_coa_c+M_h_c+M_octa_c,1669
M_gln_DASH_L_c+M_h2o_c,2116
2.0_M_cpgn_DASH_un_c+2.0_M_fe2_c+M_fmn_c+2.0_M_h_c,31
M_uLa4fn_c+M_udp_c,2981
M_1agpe141_p+M_h2o_p,207
M_fe3hox_DASH_un_p+M_h_c,1968
M_h2o_p+M_pe141_p,2423
M_atp_c+M_for_c+M_thf_c,1357
M_2obut_c+M_h_c+M_pyr_c,433
M_meoh_e,2754
M_2agpe161_c+M_atp_c+M_hdcea_c,314
M_accoa_c+M_co2_c+M_nadh_c,783
M_h_c+M_hpyr_c+M_nadph_c,2457
M_h2o_p+M_pgp120_p,2435
M_pyr_p,2934
M_frdp_c+M_h2o_c+M_pheme_c,2010
M_glyald_c,2160
M_2odec11eg3p_c+M_h2o_c,436
M_fusa_p,2020
M_val_DASH_L_e,3004
2.0_M_cpgn_DASH_un_c+M_fad_c+2.0_M_fe2_c+2.0_M_h_c,32
M_3hcmrs7eACP_c,501
M_arbtn_p+M_h_c,1248
M_malthp_c+M_pi_c,2745
M_lgt_DASH_S_c,2729
M_2agpg180_c+M_h2o_c,355
M_glc_DASH_D_c+M_h_c,2100
M_h_c+M_nadh_c+M_thex2eACP_c,2517
M_g3pe_c+M_h_c+M_ttdca_c,2039
M_g3pg_c+M_h_c+M_ttdca_c,2055
M_h2o_e,2400
M_2dr1p_c+M_ura_c,401
M_ACP_c+M_pa180_c,715
M_12dgr161_c+M_pi_c,172
M_fru_c,2012
M_25drapp_c+M_h2o_c+M_h_c,286
M_glyc3p_c+M_ttdcap_c,2186
M_h2o_c+M_lald_DASH_L_c+M_nad_c,2300
M_adp_c+M_gmp_c+M_h_c,932
M_ala_DASH_L_c+M_glu_DASH_L_c,1112
M_glyc3p_c+M_ocdcaACP_c,2178
M_12dgr181_p,184
M_2tdec7eg3p_c+M_h2o_c,470
M_atp_c+M_h2o_c+M_pa140_c,1411
M_alltt_c+M_h_c,1142
M_atp_c+M_dpcoa_c,1338
M_fe3hox_DASH_un_p+M_h_p,1969
M_dscl_c+M_nad_c,1846
M_fad_c+M_hxcoa_c,1924
M_h2o_c+M_ocACP_c,2324
M_glu_DASH_L_c+M_ohpb_c,2133
M_2agpe141_p,306
M_ac_c+M_h_c,759
M_fe3_e+M_feoxam_DASH_un_e,1964
2.0_M_anhgm3p_p,16
M_adp_c+M_h_c+M_hphhlipa_c,942
M_h_c+M_pyr_c,2573
M_1odec11eg3p_p+M_h_p+M_ocdcea_p,250
M_2omhmbl_c+2.0_M_adp_c+3.0_M_h_c+M_nadh_c+2.0_M_pi_c,450
M_2agpe120_p+M_ddca_p+M_h_p,297
M_3mob_c+M_ala_DASH_L_c,546
M_adp_c+M_h_c+M_paps_c,977
2.0_M_fe2_c+2.0_M_fecrm_DASH_un_c+2.0_M_h_c+M_ribflv_c,42
M_atp_c+M_h2o_c+M_ptrc_p,1441
M_fad_c+M_occoa_c,1926
M_gagicolipa_c+M_h_c+M_udp_c,2072
M_tyr_DASH_L_e,2979
M_akg_p+M_h_p,1089
M_ahcys_c+M_h_c+M_q8h2_c,1058
M_cpppg3_c+2.0_M_h_c+M_o2_c,1700
2.0_M_h_c+M_murein5p5p_p+2.0_M_udcpdp_c,79
M_pg141_c+M_pi_c,2879
M_orn_p+M_ptrc_c,2865
2.0_M_fe2_c+2.0_M_fecrm_DASH_un_c+M_fmn_c+2.0_M_h_c,43
M_h2o_c+M_hxan_c+M_nad_c,2290
M_nh4_c+M_nicrnt_c,2841
M_amp_c+M_octeACP_c+M_ppi_c,1190
M_3ophb_c+M_ppi_c,587
M_1agpe140_p+M_h_p+M_ttdca_p,206
M_2agpe141_c+M_atp_c+M_ttdcea_c,304
M_adp_c+M_fdp_c+M_h_c,907
M_h_p+M_mincyc_p,2618
M_3oddecACP_c+M_h_c+M_nadph_c,565
M_3c2hmp_c+M_nad_c,484
M_glyclt_p+M_h_p,2218
2.0_M_accoa_c,6
M_h_c+M_nadph_c+M_ogmeACP_c,2525
M_amp_c+M_h_c+M_prpp_c,1182
M_4crsol_c+M_dad_DASH_5_c+M_dhgly_c+M_h_c+M_met_DASH_L_c+M_nadp_c,620
M_atp_c+M_coa_c+M_h_p+M_ocdcea_p,1311
M_h_c+M_mthgxl_c+M_nadh_c,2497
M_b2coa_c+M_fadh2_c,1484
M_feenter_e+M_h_p,1982
M_uacmam_c,2987
M_adp_c+M_utp_c,1036
M_2pg_c+M_adp_c+M_h_c,464
M_dmpp_c+M_h2o_c+M_nad_c,1838
M_4per_c+2.0_M_h_c+M_nadh_c,632
M_gthrd_e,2247
M_ala_DASH_B_c+M_co2_c,1091
M_adp_c+M_h_c+M_kdo2lipid4_p+M_pi_c,947
M_atp_c+M_h2o_c+M_ile_DASH_L_p,1393
M_h2o_c+M_t3c5ddeceACP_c,2367
M_gtp_c+M_h_c+M_moco_c,2254
M_atp_c+M_crn_p+M_h2o_c,1323
M_ppi_c+M_ump_c,2916
M_g1p_c+M_malthx_c,2024
M_na1_p+M_pro_DASH_L_p,2800
M_2dmmql8_c+3.0_M_h_p+M_nad_c,388
M_na1_p+M_thr_DASH_L_p,2802
3.0_M_h_p+M_mal_DASH_L_p,122
M_cu2_c,1723
M_4adcho_c,612
M_3dhsk_c+M_h2o_c,492
M_co2_e,1654
M_2pg_c,463
M_2agpe180_c+M_atp_c+M_ocdca_c,319
M_alaala_p+M_murein5px3p_p,1132
2.0_M_feenter_c+M_rbflvrd_c,51
M_2dmmq8_c+M_h_c+M_nadh_c,385
M_h_c+M_trp_DASH_L_c,2586
M_2agpe160_c+M_h2o_c,310
M_h_p+M_xan_p,2652
M_1agpg161_p+M_h2o_p,225
M_his_DASH_L_e,2666
2.0_M_ala_DASH_D_c+M_atp_c,12
M_2agpe140_c,298
M_2agpg140_c+M_atp_c+M_ttdca_c,334
M_h_c+M_hdeACP_c+M_malACP_c,2451
M_2agpe120_c+M_h2o_c,295
M_pyr_c+M_val_DASH_L_c,2932
M_12dgr181_p+M_enlipa_p,185
M_pyr_c+M_succ_c,2931
2.0_M_pg140_p,100
M_atp_c+M_h2o_c+M_pg180_c,1429
M_lald_DASH_D_c+M_nad_c,2725
M_h_c+M_nadh_c+M_scl_c,2510
M_gmp_c+M_ppi_c,2232
M_h2o_c+M_toctd2eACP_c,2380
M_12dgr161_p+M_enlipa_p,174
M_glu_DASH_L_c+M_nh4_c,2131
M_arbtn_DASH_fe3_p+M_h_c,1244
2.0_M_h2o_c+M_pi_c+M_quln_c,67
M_glyc3p_c+M_pi_p,2183
M_h_c+M_nadph_c+M_t3c7mrseACP_c,2531
M_2p4c2me_c,461
M_co2_c,1623
M_nadp_c+M_rbflvrd_c,2831
M_atp_c+M_h2o_c+M_pg120_c,1424
M_hpmeACP_c+M_nadp_c,2676
M_12dgr180_p,179
M_ac_e,765
M_LalaLglu_c+M_h2o_c,743
M_1hdec9eg3p_c+M_ACP_c,236
M_h2o_c+M_ichor_c,2292
M_ditp_c+M_h2o_c,1834
M_h2o_p+M_murein3px4p_p,2403
M_h_c+M_nadph_c+M_toctd2eACP_c,2538
M_h2o_c+M_maltpt_c,2304
M_ca2_p,1502
M_4ampm_c+M_atp_c,615
M_h_c+M_indole_c,2466
M_hemeO_c+M_ppi_c,2661
M_g3pe_p+M_h_p+M_ocdcea_p,2047
M_coa_c+M_dtdp4aaddg_c+M_h_c,1662
M_cdpdodec11eg_c+M_ppi_c,1542
M_2ddecg3p_c,374
M_3haACP_c,495
M_alaala_e,1126
M_atp_c+M_dadp_c,1329
M_h_c+M_rfamp_e,2574
M_4ampm_c+M_h_c+M_pi_c,616
M_2hdecg3p_p+M_hdca_p,420
M_atp_c+M_h2o_c+M_lys_DASH_L_p,1402
M_fad_c+6.0_M_h_c+2.0_M_iscs_c+M_iscu_DASH_2fe2s_c,1921
2.0_M_h_c+M_succ_c,93
M_h_p+M_val_DASH_L_p,2651
M_fe3hox_DASH_un_c+M_h_p,1966
M_2agpe181_p+M_h_p+M_ocdcea_p,327
M_mal_DASH_L_c+M_q8_c,2742
M_adp_c+M_dtbt_c+3.0_M_h_c+M_pi_c,896
M_zn2_c,3012
M_atp_c+M_h2o_c+M_k_p,1394
M_1tdec7eg3p_c+M_ACP_c,260
M_phe_DASH_L_e,2889
2.0_M_co2_c+2.0_M_h2o_c+M_pppg9_c,29
M_4pasp_c+M_adp_c,630
M_cbl1_e+M_h_p,1510
M_ACP_c+M_ttdcap_c,717
M_g3pe_c+M_h_c+M_hdcea_c,2036
M_h2o_c+M_man6p_c,2305
M_dcaACP_c+M_nad_c,1759
M_12dgr140_c,155
M_his_DASH_L_p,2667
M_orn_c+M_ptrc_p,2862
M_coa_c+M_h_c+M_sucarg_c,1670
M_h_c+M_pi_c+M_udcpp_c,2559
M_2agpg140_c+M_h2o_c,335
M_2dmmql8_c+M_amet_c,389
M_atp_c+M_pydam_c,1469
M_ichor_c,2687
M_mal_DASH_L_e,2743
M_h2o_p+M_pa140_p,2415
M_eca2und_p+M_unagamuf_p,1880
M_gua_c+M_h2o_c+M_h_c,2259
M_amp_c+M_pg161_c+M_ppi_c,1203
M_co2_c+M_pe160_c,1646
M_fecrm_DASH_un_e+M_h_c,1974
M_cdpdhdecg_c+M_h2o_c,1537
M_amp_c+M_glu_DASH_L_c+M_gmp_c+2.0_M_h_c+M_ppi_c,1166
M_anhgm3p_p+M_h_p,1214
M_3hpp_p+M_h_p,539
M_r5p_c+M_xu5p_DASH_D_c,2943
6.0_M_amp_c+M_enter_c+9.0_M_h_c,142
M_g3pe_e,2041
M_ins_p,2706
M_asp_DASH_L_c,1269
M_td2coa_c,2964
M_h2o_p+M_pa160_p,2417
M_adp_c+M_h_c+M_pa180_c,973
M_orot_c+M_succ_c,2869
M_h2o_c+M_ocdcap_c,2326
M_3psme_c+M_pi_c,597
M_pi_c+M_uaccg_c,2902
M_glu_DASH_D_c,2124
M_uri_e,3002
M_glu5p_c+M_h_c+M_nadph_c,2121
M_dtdprmn_c+M_nadp_c,1858
2.0_M_gthrd_c+M_nadp_c,63
2.0_M_h_p+M_nadh_c+M_nadp_c,97
M_glyc_c,2204
M_for_c+M_ppcoa_c,1999
M_fad_c+M_h_c+M_nadh_c,1922
M_h2o_c+2.0_M_h_p+M_mqn8_c,2276
2.0_M_atp_c+M_gln_DASH_L_c+M_h2o_c+M_hco3_c,24
M_amet_c+M_pi_c+M_ppi_c,1147
2.0_M_h_p+M_mal_DASH_L_p,94
M_dhor_DASH_S_c+M_mqn8_c,1823
M_h2o_p+M_pg120_p,2428
M_adp_c+M_h_c+M_r15bp_c,1021
M_4abut_c+M_glu_DASH_L_c,601
M_h2o_c+M_uracp_c,2394
M_colipa_p+M_udcpdp_p,1687
M_cdpdtdecg_c+M_glyc3p_c,1552
M_glcn_c+M_h_c,2110
M_h2o_c+2.0_M_h_p+M_q8_c,2277
M_chor_c+M_gln_DASH_L_c,1561
M_asp_DASH_L_c+M_gtp_c+M_imp_c,1278
M_h2o_c+M_pydx5p_c,2358
M_adp_c+M_colipap_e+M_h_c+M_pi_c,879
M_h_c+M_msa_c+M_nadph_c,2496
M_adphep_DASH_DD_c+M_ppi_c,1040
M_ckdo_c+M_phphhlipa_c,1574
M_asp_DASH_L_e,1284
M_dmlz_c+2.0_M_h2o_c+M_pi_c,1836
M_h_c+M_thym_p,2583
M_amp_c+M_pg180_c+M_ppi_c,1204
2.0_M_h_c+M_so4_c,92
M_cdpdtdec7eg_c+M_ppi_c,1550
M_h2o_c+M_ncam_c,2319
M_atp_c+M_glu_DASH_D_c+M_uama_c,1369
M_5aop_c,643
M_dhor_DASH_S_c+M_q8_c,1824
2.0_M_amet_c+M_cpppg3_c,14
M_2agpe180_p,321
M_gmp_c+M_h2o_c,2229
M_adp_c+M_h_c+M_pgp160_p+M_pi_c,997
M_2ombzl_c+M_amet_c,448
M_co2_c+M_nh4_c,1640
M_chor_c,1560
M_3hmrsACP_c+M_nadp_c,522
M_h2o_c+2.0_M_h_c+M_urdglyc_c,2275
M_atp_c+M_h2o_c+M_pa160_c,1413
M_h2o_c+M_lgt_DASH_S_c,2301
M_amp_c+M_palmACP_c+M_ppi_c,1191
M_h2o_c+M_ocdceap_c,2327
2.0_M_glx_c+M_h_c,61
M_atp_c+M_coa_c+M_h_p+M_hdca_p,1307
M_h2o_p+M_pe181_p,2427
M_h_c+M_novbcn_e,2544
M_h_p+M_succ_c,2641
M_fmn_c+M_h_c+M_nadph_c,1993
M_glyclt_e,2216
M_pg161_p+M_pi_p,2884
M_gggagicolipa_c+M_h_c+M_udp_c,2095
M_LalaDgluMdapDala_c+M_anhgm_c,721
M_2dmmq8_c+M_glyc3p_c,383
M_coa_c+M_h_c+M_ttdca_c,1671
M_akg_c+M_pser_DASH_L_c,1080
M_ala_DASH_D_p+M_anhgm3p_p,1101
M_4abut_p+M_h_p,607
M_atp_c+M_glu_DASH_L_c+M_ptrc_c,1372
M_dgsn_c+M_pi_c,1798
M_akg_c+M_h_c,1072
M_h_p+M_lac_DASH_D_p,2608
2.0_M_enter_c+M_fad_c+2.0_M_fe2_c+2.0_M_h_c,39
M_ac_c+M_hxcoa_c,760
M_h_c+M_xtsn_c,2595
M_asp_DASH_L_c+M_atp_c,1272
M_2agpe161_p,316
M_ggagicolipa_c+M_udpg_c,2092
M_athr_DASH_L_c+M_nadp_c,1295
M_adp_c+M_h_c+M_pyam5p_c,1019
M_adp_c+M_colipa_e+M_h_c+M_pi_c,877
M_dtdpglu_c,1855
M_ara5p_c,1234
M_h_c+M_hdeACP_c+M_pi_c,2452
M_h2o_c+M_itp_c,2298
2.0_M_atp_c+M_h_c,25
M_cbl1_e,1509
M_3hmrsACP_c+M_u3hga_c,523
M_fe3_e+M_fecrm_DASH_un_e,1963
M_12ppd_DASH_R_c+M_nad_c,188
M_atp_c+M_fmn_c+M_h_c,1355
M_glyc3p_c+2.0_M_h_c+M_ocdcea_c,2167
53.95_M_adp_c+53.95_M_h_c+53.945662_M_pi_c+0.773903_M_ppi_c,140
M_dgmp_c+M_h_c+M_ppi_c,1797
M_hxan_c+M_prpp_c,2682
M_h2o_c+M_trp_DASH_L_c,2384
2.0_M_h_c+0.5_M_o2_c+M_q8h2_c,69
M_2ommbl_c+0.5_M_o2_c,452
M_cys_DASH_L_c+M_iscs_c,1729
M_h2o_p+M_murein5p5p_p,2410
M_prfp_c,2920
M_2agpe160_p+M_h_p+M_hdca_p,312
M_co2_c+M_dxyl5p_c,1628
M_adp_c+M_crn_DASH_D_c+M_h_c+M_pi_c,881
M_fecrm_DASH_un_c+M_h_p,1973
2.0_M_h_c+M_pap_c+M_so3_c+M_trdox_c,87
M_3odecACP_c+M_h_c+M_nadph_c,567
M_atp_c+M_h2o_c+M_pa120_c,1410
M_ca2_e,1501
M_h2o_c+M_r5p_c,2360
M_cmp_c+M_h_c+M_kdolipid4_c,1606
M_pg120_c+M_pi_c,2875
M_gtp_c,2250
M_egmeACP_c+M_h2o_c,1886
M_adp_c+M_fgam_c+M_h_c+M_pi_c,914
M_arg_DASH_L_c+M_fum_c,1250
M_mal_DASH_L_c,2737
M_rhcys_c,2946
M_2odecg3p_c,439
M_aps_c+M_gdp_c+M_pi_c+M_ppi_c,1233
M_fadh2_c+2.0_M_h_c+M_iscu_DASH_2fe2s2_c,1940
M_tdec2eACP_c,2965
M_atp_c+M_fe3hox_p+M_h2o_c,1350
M_atp_c+M_h2o_c+M_pgp160_c,1434
53.95_M_adp_c+53.95_M_h_c+53.945874_M_pi_c+0.749831_M_ppi_c,141
M_glu_DASH_L_c+M_ppi_c+M_pram_c,2135
M_ni2_p,2851
M_h_c+M_lac_DASH_D_c,2470
M_val_DASH_L_p,3005
M_arg_DASH_L_c+M_succoa_c,1254
M_ptrc_e,2927
M_dtdprmn_c+M_kphphhlipa_c,1857
M_h_p+M_lcts_p,2611
M_h2o_c+M_o2_c+M_pyam5p_c,2321
2.0_M_fecrm_c+M_fmnh2_c,48
M_2agpe161_c,313
M_2mecdp_c+M_cmp_c,431
M_mal_DASH_L_c+M_o2_c,2741
M_acglu_c+M_atp_c,818
M_adp_c+M_h_c+M_pi_c+M_so4_c,1008
M_fdp_c,1950
M_h_c+M_pi_c+M_tdeACP_c,2557
M_LalaDgluMdapDala_p+M_h2o_p,729
M_1agpg181_p+M_h2o_p,229
M_for_c+M_uLa4n_c,2000
M_cobalt2_e,1681
M_eca3und_p+M_unagamuf_p,1882
2.0_M_h_c+M_hdcea_c+M_pi_c,71
M_adp_c+M_h_c+M_pi_c+M_zn2_p,1018
M_h2o_p,2401
M_r1p_c+M_ura_c,2940
M_icit_c,2688
M_1agpg141_p+M_h2o_p,221
M_h2o_c+M_pyr_c+M_q8_c,2359
M_h2o_p+M_pgp140_p,2436
M_h2o_c+M_hdd2coa_c,2285
M_methf_c+M_nadph_c,2756
M_trp_DASH_L_e,2975
M_h2o_p+M_pg140_p,2429
M_prpp_c+M_xan_c,2925
M_adp_c+M_glc_DASH_D_c+M_h_c+M_pi_c,923
M_dcdp_c+M_h2o_c+M_trdox_c,1766
M_fmnh2_c+M_nad_c,1994
2.0_M_fe3hox_c+M_fmnh2_c,46
M_atp_c+M_h2o_c+M_pg161_c,1428
M_gsn_c+M_pi_c,2240
2.0_M_arbtn_c+M_fad_c+2.0_M_fe2_c+2.0_M_h_c,23
M_4r5au_c+M_pi_c,639
M_atp_c+M_h2o_c+M_pe161_c,1421
M_lald_DASH_L_c+M_nadp_c,2726
M_1hdecg3p_c+M_ACP_c,241
M_lac_DASH_L_c+M_mqn8_c,2721
M_glyc_DASH_R_c+M_nadp_c,2200
M_cu2_p,1725
M_glyc_DASH_R_c+M_nad_c,2199
M_h2o_c+M_xtsn_c,2399
M_h_p+M_ttrcyc_p,2647
M_ins_c+M_nh4_c,2703
M_2agpe181_c+M_atp_c+M_ocdcea_c,324
M_atp_c+M_g3pg_p+M_h2o_c,1362
M_dc2coa_c+M_h2o_c,1756
M_g3pe_c+M_h_c+M_hdca_c,2035
M_moco_c+M_mptamp_c,2773
M_2mcacn_c+M_h2o_c,425
M_arbtn_DASH_fe3_e,1241
M_atp_c+M_s7p_c,1478
M_h2o2_c+M_trdrd_c,2273
M_anhgm4p_c+M_h_c,1216
M_mal_DASH_L_c+M_nadp_c,2740
M_h2o_c+M_xmp_c,2397
M_h_c+M_mn2_c,2492
M_h_c+M_malACP_c+M_palmACP_c,2484
M_orot_c+M_prpp_c,2867
M_h_c+M_ncam_c+M_r5p_c,2542
M_5mtr_e,665
M_ACP_c+M_atp_c+M_ddca_c,682
M_amp_c+M_pe180_c+M_ppi_c,1197
M_h_p+M_spmd_c,2640
M_h_p+M_pa161_p+M_pg161_p,2628
5.0_M_h_c+3.0_M_nadph_c+M_so3_c,139
M_amp_c+M_pe181_c+M_ppi_c,1198
2.0_M_uaagmda_c,106
M_alaala_p+M_murein3px3p_p,1129
M_atp_c+M_colipa_c+M_h2o_c,1318
M_alltn_c+M_h2o_c,1136
M_5drib_c+M_ade_c,657
M_pi_c+M_ser_DASH_L_c,2898
M_glyclt_c+2.0_M_h_c+M_nadh_c,2209
M_gdpmann_c+M_h2o_c,2086
M_gicolipa_c+M_h_c+M_udp_c,2097
M_atp_c+M_fgam_c+M_gln_DASH_L_c+M_h2o_c,1354
M_h2o_p+M_murein4px4p_p,2406
M_fusa_p+M_h_p,2021
M_ump_c+M_unaga_c,2994
M_3dhq_c+2.0_M_h_c+M_nadh_c,490
M_etha_p,1903
M_nh4_c,2840
M_glyc3p_e,2188
M_2agpg180_c+M_atp_c+M_ocdca_c,354
M_ACP_c+M_ddca_c+M_h_c,692
M_12dgr141_c+M_pi_c,162
M_adp_c+M_h_c+M_pa141_p+M_pi_c,968
M_glyc3p_c+M_hdeACP_c,2174
M_h2o_c+M_pa140_c,2331
M_h2o_c+M_t3c7mrseACP_c,2368
M_3hcpalm9eACP_c,503
M_glu_DASH_L_c+M_na1_c,2130
M_anth_c+M_prpp_c,1229
M_nad_c+M_ocdcaACP_c,2806
M_cit_p,1568
M_atp_c+M_h2o_c+M_pa181_c,1416
M_3odcoa_c+M_coa_c,560
M_dudp_c+M_h2o_c+M_trdox_c,1864
M_for_e,2001
M_hdd2coa_c,2657
M_atp_c+M_h_c+M_moadcoo_c,1449
M_h_c+M_thr_DASH_L_p,2582
M_3ocvac11eACP_c+M_h_c+M_nadph_c,559
M_h_c+M_lald_DASH_L_c+M_nadh_c,2473
M_lipa_p+M_pe181_p,2733
M_3omrsACP_c+M_ACP_c+M_co2_c,574
M_1hdec9eg3p_p+M_h2o_p,239
M_h2o_c+M_od2coa_c,2328
M_colipap_p+M_udcpp_p,1689
M_tyr_DASH_L_p,2980
M_5mta_c+M_h_c+M_spmd_c,660
M_h_c+M_nadph_c+M_ribflv_c,2528
M_g3p_c+M_nad_c+M_pi_c,2031
M_1agpg140_p+M_h_p+M_ttdca_p,220
M_ala_DASH_D_p+M_murein3p3p_p,1103
M_adp_c+M_h_c+M_pe160_p+M_pi_c,982
M_atp_c+M_h2o_c+M_pi_p,1439
M_accoa_c+M_dcacoa_c,784
M_2dda7p_c,372
M_glyc3p_c+M_mqn8_c,2175
M_h2o_c+M_pppi_c,2353
M_dtmp_c+M_h_c+M_ppi_c,1860
M_maltpt_c+M_pi_c,2747
M_h2o_c+M_um4p_c,2391
M_gly_c+M_h2o_c+M_mlthf_c,2152
M_mql8_c+M_nad_c,2777
M_fe3hox_e+M_h_p,1971
M_12dgr141_p,163
M_atp_c+M_h2o_c+M_pyr_c,1442
M_ACP_c+M_h_c+M_octa_c,696
M_h_c+M_pro_DASH_L_c,2564
M_cddec5eACP_c+M_nadp_c,1522
M_adp_c+M_h_c+M_k_c+M_pi_c,945
M_h_c+M_tyr_DASH_L_c,2588
M_14dhncoa_c+M_h2o_c,197
M_2aobut_c+M_h_c+M_nadph_c,369
M_h_c+M_malACP_c+M_tdeACP_c,2485
M_enter_c+3.0_M_h2o_c,1890
M_3dhq_c+M_pi_c,491
3.0_M_h2o_c+M_ppp9_c,113
M_o2_c+M_pdx5p_c,2855
M_pheme_p,2892
M_h2o_p+M_pg141_p,2430
M_h_p+M_mn2_p,2620
2.0_M_h2o_c+2.0_M_h_c+M_sucarg_c,64
M_gly_p+M_na1_p,2159
M_4ppan_c+M_ctp_c+M_cys_DASH_L_c,635
M_26dap_DASH_M_c+M_atp_c+M_uamag_c,291
M_dad_DASH_2_c+M_pi_c,1745
M_dha_e,1806
M_dctp_c+2.0_M_flxso_c+M_h2o_c,1769
2.0_M_enter_c+2.0_M_fe2_c+2.0_M_h_c+M_ribflv_c,37
M_h2o_p+M_murein3px3p_p,2402
M_h_c+M_nadh_c+M_xan_c,2523
M_gly_c+M_h_c,2153
M_5dglcn_c+M_h_c,650
