complex_id,index
M_3oodcoa_c+M_h_c+M_nadh_c,583
M_co2_c+M_pe161_c,1647
M_3hoctACP_c+M_nadp_c,528
M_atp_c+M_man_c,1461
M_atp_c+M_cu2_c+M_h2o_c,1325
M_asp_DASH_L_c+M_cbp_c,1276
M_glyc3p_c+M_hdcap_c,2172
M_3hddcoa_c,509
M_4abut_c+M_h_c,603
M_25drapp_c+M_for_c+2.0_M_h_c+M_ppi_c,285
M_nadp_c+M_thdp_c,2836
M_urea_e,3000
M_akg_c+M_phe_DASH_L_c,1078
M_glc_DASH_D_c+M_maltttr_c,2103
M_2agpe120_p,296
M_h2o_p+M_murein4p3p_p,2404
M_4per_c+M_nad_c,633
M_asp_DASH_L_p+M_nh4_p,1290
M_amp_c+M_ocACP_c+M_ppi_c,1187
M_cytd_c+M_h2o_c+M_h_c,1738
M_for_p,2002
M_gly_c+M_na1_c,2154
M_ckdo_c+M_ppi_c,1575
M_atp_c+M_dgdp_c,1333
M_adp_c+M_h_c+M_pi_c+M_ugmd_c,1013
M_anhgm_p+M_h_p,1224
M_oaa_c+M_q8h2_c,2858
M_s7p_c,2951
M_adp_c+M_glu5p_c,925
M_2agpg141_p+M_h_p+M_ttdcea_p,342
M_xu5p_DASH_D_c,3011
M_agm_p,1052
M_arab_DASH_L_c+M_h_p,1237
M_ACP_c+M_atp_c+M_ocdcea_c,686
M_h2o_c+M_utp_c,2396
M_4abz_c+M_6hmhptpp_c,610
3.0_M_23dhbzs_c+3.0_M_h_c,109
M_1agpe161_p+M_h2o_p,211
M_ahcys_c+M_h_c+M_met_DASH_L_c,1056
M_ctp_c+M_h_c+M_pa141_c,1717
M_h_c+M_ocdcaACP_c+M_pi_c,2548
M_pi_c+M_thymd_c,2900
M_dgdp_c+M_grxox_c+M_h2o_c,1794
M_amp_c+M_argsuc_c+M_h_c+M_ppi_c,1155
M_adphep_DASH_DD_c,1039
M_atp_c+M_fe2_p+M_h2o_c,1348
M_hdcoa_c,2656
M_adp_c+M_h_c+M_pe120_p+M_pi_c,979
M_co2_c+M_h2o_c+M_phpyr_c,1632
M_glu1sa_c,2119
M_1hdec9eg3p_p+M_h_p+M_hdcea_p,240
M_amp_c+M_pg140_c+M_ppi_c,1200
M_3hcvac11eACP_c,505
M_asn_DASH_L_p+M_h_p,1268
M_adp_c+M_glyc3p_c+M_h_c+M_pi_c,929
M_colipap_e,1688
M_LalaDgluMdap_p+M_anhgm_p,739
M_fum_c+M_q8h2_c,2017
M_glyald_e,2162
M_atp_c+M_h_c+M_ser_DASH_L_c,1455
M_malthx_c+M_pi_c,2746
M_amp_c+M_ocdcaACP_c+M_ppi_c,1188
M_pg181_p+M_pi_p,2888
M_1agpg180_p+M_h_p+M_ocdca_p,228
M_adp_c+M_pi_c+M_ppcoa_c,1027
M_1hdecg3p_p+M_h_p+M_hdca_p,245
M_LalaDgluMdap_c+M_anhgm_c,732
M_h2o_c+M_hisp_c,2287
2.0_M_pg161_p,103
M_h_c+M_udp_c+M_unagamu_c,2590
M_acser_p,833
M_fad_c+M_h_c+M_nadph_c,1923
M_3dhq_c,489
M_1hdecg3p_c+M_palmACP_c,243
M_g6p_c+M_h2o_c,2068
2.0_M_adp_c+2.0_M_h_c,8
M_dutp_c+2.0_M_flxso_c+M_h2o_c,1870
M_2omph_c+0.5_M_o2_c,455
M_pheme_e,2891
M_pyr_c+M_q8h2_c,2930
M_h_c+M_nadh_c+M_o2_c+M_ura_c,2502
2.0_M_pg160_p,102
M_glyc3p_p+M_h_p+M_hdcea_p,2192
M_acACP_c+M_co2_c,748
M_ggbutal_c+M_h2o2_c+M_nh4_c,2093
M_3ohcoa_c+M_h_c+M_nadh_c,569
M_3hhdcoa_c+M_nad_c,518
M_5aizc_c,641
M_adp_c+M_coa_c+M_h_c,874
M_amp_c+M_pg160_c+M_ppi_c,1202
M_h_p+M_phe_DASH_L_p,2631
M_glyc3p_c+M_ocdcap_c,2179
M_accoa_c+M_occoa_c,797
M_23dhdp_c+M_h_c+M_nadph_c,278
M_h2o_c+M_toct2eACP_c,2379
M_h2o_c+M_tmrs2eACP_c,2378
M_g1p_c+M_maltttr_c,2026
M_1agpg181_p+M_h_p+M_ocdcea_p,230
M_ddcap_c+M_h2o_c,1793
M_h2o_c+M_pa161_c,2334
M_ppcoa_c+M_succ_c,2908
M_2tdecg3p_p+M_ttdca_p,476
M_2ddecg3p_c+M_h2o_c,375
M_adp_c+M_fad_c+7.0_M_h_c+M_pi_c+M_sufbcd_DASH_2fe2s_c+2.0_M_sufse_c,906
4.0_M_h_c+0.5_M_o2_c+M_q8h2_c,129
M_ACP_c+M_lipa_cold_c,705
M_LalaDglu_c,741
M_adp_c+M_h_c+M_pgp180_p+M_pi_c,999
M_clpn120_p+M_h2o_p,1579
M_fadh2_c+M_nad_c,1944
M_h2o2_c+M_oaa_c,2271
M_adphep_DASH_LD_c+M_hlipa_c,1043
M_h_c+M_mqn8_c+M_nadh_c,2494
M_o2_e,2856
M_ala_DASH_D_c+M_anhgm3p_c,1093
M_adp_c+M_h_c+M_pa120_p+M_pi_c,964
M_cdp_c+M_trdrd_c,1527
M_dcacoa_c+M_fad_c,1761
M_1odec11eg3p_p+M_h2o_p,249
M_h2o_p+M_pgp160_p,2438
M_ddcaACP_c+M_nad_c,1781
M_asp_DASH_L_p+M_h_p,1289
M_acmum6p_c+M_adp_c+M_h_c,820
M_akg_p,1088
M_arg_DASH_L_e,1255
M_amet_c+M_malcoa_c,1145
M_ins_c+M_pi_c,2704
M_phe_DASH_L_p,2890
M_12dgr140_p,158
M_xtsn_p,3010
M_g3pg_p+M_h_p+M_hdca_p,2060
M_26dap_DASH_M_c,289
M_glyc_c+M_nad_c,2205
2.0_M_pg181_p,105
M_h2o_c+M_nad_c,2313
M_dcaACP_c+M_h2o_c,1757
M_dhap_c+M_iasp_c,1812
M_h2o_c+M_pmeACP_c,2349
M_murein5p5p_p,2793
M_clpn140_p+M_h2o_p,1581
M_5aprbu_c+M_h2o_c,644
M_ACP_c+M_atp_c+M_ocdca_c,685
M_glx_c+M_h_c+M_nadph_c,2148
M_atp_c+M_cpgn_p+M_h2o_c,1321
M_adp_c+M_cys_DASH_L_c+M_h_c+M_pi_c,887
M_cpgn_p+M_h_c,1697
M_acser_e,832
M_ACP_c+M_hdceap_c,701
M_ala_DASH_L_p+M_h_p,1122
M_acg5sa_c+M_h2o_c,807
M_5dglcn_c+M_h_c+M_nadph_c,652
M_3oddcoa_c+M_coa_c,562
M_2agpg120_c,328
M_ahcys_c+M_h_c+M_mql8_c,1057
M_cmp_c+M_h_c+M_pgp140_c,1609
M_hdeACP_c+M_nadp_c,2660
M_2agpe180_p+M_h_p+M_ocdca_p,322
M_2agpg161_p+M_h_p+M_hdcea_p,352
M_h2o_c+M_malthp_c,2302
2.0_M_adp_c,7
M_cbm_c+2.0_M_h_c,1512
M_2mahmp_c+M_4mpetz_c+M_h_c,422
M_h_c+M_ptrc_c,2572
2.0_M_ahcys_c+M_dscl_c+M_h_c,10
M_ACP_c+M_h_c+M_u23ga_c,699
M_3hpp_p,538
2.0_M_h_c+M_hdca_c+M_pi_c,70
M_ac_c+M_orn_c,763
M_nadp_c+M_tdeACP_c,2835
M_fe2_p+M_h_p,1960
M_alltn_e,1138
M_atp_c+2.0_M_flxr_c+2.0_M_h_c,1297
M_gdpmann_c+M_pi_c,2087
M_argsuc_c,1261
M_arg_DASH_L_p+M_orn_c,1260
M_udcpp_c+M_ugmda_c,2992
M_23dhb_c+M_atp_c+M_h_c,272
M_h_c+M_pi_c,2554
M_3oocoa_c+M_coa_c,576
M_actp_c+M_adp_c,836
M_cbp_c+M_orn_c,1514
M_cmp_c+M_h_c+M_ps160_c,1619
M_atp_c+M_nad_c,1462
M_adp_c+M_dctp_c,892
M_adp_c+M_ala_DASH_L_c+M_h_c+M_pi_c,860
M_adp_c+M_dutp_c,901
M_adp_c+M_h_c+M_lipa_p+M_pi_c,952
M_alltn_c+M_h_c,1137
M_atp_c+M_damp_c,1330
M_3hdcoa_c,507
M_co2_c+M_nadh_c+M_pyr_c,1635
M_amet_c+M_hcys_DASH_L_c,1144
M_1hdec9eg3p_c+M_hdeACP_c,238
M_h2o_c+M_histd_c+2.0_M_nad_c,2288
M_6pgc_c+M_adp_c+M_h_c,672
M_glu_DASH_L_c,2125
M_h2o_c+M_oaa_c+M_ppcoa_c,2322
8.0_M_ppi_c+M_udcpdp_c,143
M_ddcaACP_c+M_h_c+M_pi_c,1779
M_ametam_c+M_ptrc_c,1149
M_accoa_c+M_atp_c+M_hco3_c,780
M_4c2me_c+M_atp_c,617
M_lac_DASH_D_p,2720
M_amp_c+M_itp_c,1185
M_1agpe141_p+M_h_p+M_ttdcea_p,208
M_3hpalmACP_c,533
M_arg_DASH_L_c+M_h_p,1252
M_g3pg_p,2058
M_h2o_p+M_pe140_p,2422
M_h2o_c+M_pap_c,2338
M_3hbcoa_c,497
M_atp_c+M_h2o_c+M_val_DASH_L_p,1446
M_atp_c+M_h2o_c+M_ni2_c,1407
M_dgtp_c+2.0_M_flxso_c+M_h2o_c,1800
M_g3pg_p+M_h_p+M_ttdca_p,2064
M_dxyl5p_c+M_nad_c+M_phthr_c,1874
M_adp_c+M_cbp_c+2.0_M_h_c,869
M_akg_c+M_val_DASH_L_c,1086
M_ala_DASH_L_c+M_pydx5p_c,1117
M_glcn_p+M_h_p+M_q8h2_c,2115
M_h2o_c+M_pa180_c,2335
M_glyclt_p,2217
M_ACP_c+M_hdcap_c,700
M_h_c+M_nadph_c+M_uaccg_c,2541
M_dcyt_c+M_pi_c,1773
M_alltt_c+2.0_M_h2o_c+2.0_M_h_c,1141
M_accoa_c+M_pmtcoa_c,799
M_din_c+M_pi_c,1833
M_dtdp4aaddg_c+M_unagamu_c,1847
M_3mob_c+M_accoa_c+M_h2o_c,545
M_ru5p_DASH_D_c,2949
M_thymd_e,2972
M_ap4a_c+M_ppi_c,1231
M_3hhcoa_c+M_nad_c,516
M_adp_c+M_glucys_c+M_h_c+M_pi_c,927
M_h2o_p+M_pgp181_p,2441
2.0_M_fecrm_c+M_rbflvrd_c,49
M_atp_c+M_glyc_DASH_R_c,1378
M_cm_e+M_h_c,1593
M_3oddcoa_c+M_h_c+M_nadh_c,563
M_adp_c+M_dttp_c,899
M_alaala_p+M_murein3px4p_p,1130
M_acgam_c+M_atp_c,817
M_h2o_c+M_sucbz_c,2363
2.0_M_h_c+M_lipidX_c+M_ump_c,73
M_h2o_p+M_pa161_p,2418
2.0_M_glc_DASH_D_c,59
M_ctp_c+M_kdo_c,1722
M_co2_c+M_pe140_c,1644
M_adp_c+M_h_c+M_pi_c+M_thr_DASH_L_c,1010
M_12dgr120_c+M_atp_c,151
M_accoa_c+M_gam1p_c,788
M_cytd_c+M_pi_c,1740
M_alaala_c+M_atp_c+M_ugmd_c,1124
M_atp_c+M_glu_DASH_L_p+M_h2o_c,1374
M_h_c+M_nadph_c+M_q8_c,2527
M_cbl1_p+M_h_c,1511
M_3php_c+M_h_c+M_nadh_c,595
M_h2o_c+M_odecoa_c,2329
M_ACP_c+M_kdo2lipid4L_c,702
M_2odecg3p_p,441
M_dump_c+M_h_c+M_ppi_c,1866
M_ppi_c+M_udpg_c,2915
M_g3pg_p+M_h_p+M_ttdcea_p,2065
M_gln_DASH_L_c+M_h2o_c+M_prpp_c,2117
M_atp_c+M_coa_c+M_h_p+M_ttdcea_p,1313
M_duri_c+M_nh4_c,1868
M_udcpp_c+M_udpLa4fn_c,2991
M_4hbz_c+M_octdp_c,625
M_2agpe140_p,301
M_13dpg_c+M_adp_c,195
M_5dglcn_e,653
M_gly_p+M_h_p,2158
M_12dgr180_p+M_pi_p,180
M_pi_p,2906
M_dcacoa_c+M_h2o_c,1762
M_tdecoa_c,2966
M_adphep_DASH_LD_c+M_phhlipa_c,1045
M_atp_c+M_coa_c+M_sucbz_c,1315
M_novbcn_p,2853
M_h_c+M_ile_DASH_L_c,2464
M_12dgr160_c+M_pi_c,167
M_ahdt_c+M_for_c+M_h_c,1060
M_amp_c+M_h_c,1170
M_o2_c,2854
M_ddcaACP_c+M_glyc3p_c,1776
M_10fthf_c+M_aicar_c,145
M_glx_c+M_h_c+M_nadh_c,2147
M_uLa4n_c,2982
M_2ohph_c+2.0_M_adp_c+3.0_M_h_c+M_nadh_c+2.0_M_pi_c,444
M_for_p+2.0_M_h_c+M_mqn8_c,2003
M_glc_DASH_D_e,2105
M_2agpe141_p+M_h_p+M_ttdcea_p,307
M_cmp_c+2.0_M_h_c+M_pa140_c,1597
M_12dgr120_c,150
M_clpn140_p+M_glyc_p,1580
M_dc2coa_c+M_fadh2_c,1755
M_co2_c+2.0_M_nh4_c+M_urdglyc_c,1626
M_glu_DASH_L_c+M_sl2a6o_c,2137
M_glyclt_p+M_na1_p,2219
M_2oph_c+0.5_M_o2_c,458
M_3hoctaACP_c+M_nadp_c,530
M_h_p+M_trp_DASH_L_p,2646
M_h2o_c+2.0_M_nad_c+M_uacmam_c,2278
M_adp_c+M_gtp_c,936
M_nadp_c+M_thf_c,2837
M_2cpr5p_c+M_h_c,371
M_12ppd_DASH_S_c,191
M_3hmrsACP_c+M_uacgam_c,524
M_3amac_c+M_h2o_c+M_nad_c,482
M_amp_c+M_pg181_c+M_ppi_c,1205
M_ile_DASH_L_e,2695
M_h_p+M_zn2_c,2654
M_4abut_c+2.0_M_h_c+M_nadh_c,598
M_2omph_c+M_ahcys_c+M_h_c,457
M_etoh_p,1909
M_adp_c+M_cd2_p+M_h_c+M_pi_c,870
M_oxur_c+M_pi_c,2871
M_atp_c+M_h2o_c+M_pe181_c,1423
0.000223_M_10fthf_c+2.6e-5_M_2fe2s_c+0.000223_M_2ohph_c+0.00026_M_4fe4s_c+0.513689_M_ala_DASH_L_c+0.000223_M_amet_c+0.295792_M_arg_DASH_L_c+0.241055_M_asn_DASH_L_c+0.241055_M_asp_DASH_L_c+54.124831_M_atp_c+0.000122_M_bmocogdp_c+2.0e-6_M_btn_c+0.005205_M_ca2_c+0.005205_M_cl_c+0.000576_M_coa_c+2.5e-5_M_cobalt2_c+0.133508_M_ctp_c+0.000709_M_cu2_c+0.09158_M_cys_DASH_L_c+0.026166_M_datp_c+0.027017_M_dctp_c+0.027017_M_dgtp_c+0.026166_M_dttp_c+0.000223_M_fad_c+0.006715_M_fe2_c+0.007808_M_fe3_c+0.26316_M_gln_DASH_L_c+0.26316_M_glu_DASH_L_c+0.612638_M_gly_c+0.215096_M_gtp_c+48.601527_M_h2o_c+0.094738_M_his_DASH_L_c+0.290529_M_ile_DASH_L_c+0.195193_M_k_c+0.019456_M_kdo2lipid4_e+0.450531_M_leu_DASH_L_c+0.343161_M_lys_DASH_L_c+0.153686_M_met_DASH_L_c+0.008675_M_mg2_c+0.000223_M_mlthf_c+0.000691_M_mn2_c+7.0e-6_M_mobd_c+0.013894_M_murein5px4p_p+0.001831_M_nad_c+0.000447_M_nadp_c+0.013013_M_nh4_c+0.000323_M_ni2_c+0.017868_M_pe160_c+0.045946_M_pe160_p+0.054154_M_pe161_c+0.02106_M_pe161_p+0.185265_M_phe_DASH_L_c+0.000223_M_pheme_c+0.221055_M_pro_DASH_L_c+0.000223_M_pydx5p_c+0.000223_M_ribflv_c+0.215792_M_ser_DASH_L_c+0.000223_M_sheme_c+0.004338_M_so4_c+0.000223_M_thf_c+0.000223_M_thmpp_c+0.253687_M_thr_DASH_L_c+0.056843_M_trp_DASH_L_c+0.137896_M_tyr_DASH_L_c+5.5e-5_M_udcpdp_c+0.144104_M_utp_c+0.423162_M_val_DASH_L_c+0.000341_M_zn2_c,1
M_atp_c+M_fe3_p+M_h2o_c,1349
M_odecoa_c,2861
M_h2o_c+M_t3c11vaceACP_c,2366
M_anhm_c+M_atp_c+M_h2o_c,1227
M_succoa_c,2963
M_h_p+M_k_c,2606
M_atp_c+M_duri_c,1342
M_murein5p5p5p_p,2792
M_fe2_c+M_scl_c,1956
M_hdeACP_c+M_nad_c,2659
M_atp_c+M_gsn_c,1383
M_atp_c+M_r5p_c,1475
M_atp_c+M_cys_DASH_L_p+M_h2o_c,1328
M_atp_c+M_h2o_c+M_lipa_p,1401
M_h_c+M_nadh_c+M_toctd2eACP_c,2520
M_adp_c+M_h_c+M_leu_DASH_L_c+M_pi_c,948
M_akg_e,1087
M_h2o_c+M_tpalm2eACP_c,2381
M_etha_c,1899
M_anhm4p_c+M_h2o_c,1226
2.0_M_3fe4s_c+2.0_M_fe3_c+2.0_M_h2o_c,3
M_2agpg181_p+M_h_p+M_ocdcea_p,362
M_dcaACP_c+M_nadp_c,1760
M_2me4p_c+M_ctp_c+M_h_c,428
M_6pgl_c+M_h2o_c,675
M_hgmeACP_c,2664
M_pyr_e,2933
M_h_c+M_nadph_c+M_tmrs2eACP_c,2536
M_dd2coa_c+M_fadh2_c,1774
2.0_M_feoxam_c+M_fmnh2_c,52
M_for_c+M_h_c+M_thf_c,1998
M_amp_c+M_asn_DASH_L_c+M_glu_DASH_L_c+M_h_c+M_ppi_c,1156
M_2agpg181_c,358
M_arab_DASH_L_c+M_h_c,1236
M_nadp_c+M_pro_DASH_L_c,2829
M_amp_c+M_pg141_c+M_ppi_c,1201
2.0_M_cpgn_c+M_rbflvrd_c,35
M_gam6p_c,2075
M_ca2_p+M_h_c,1503
M_adp_c+M_glyc3p_c+M_h_c,928
M_h2o_c+M_tddec2eACP_c,2372
M_adp_c+M_h_c+M_pg141_p+M_pi_c,989
M_4crsol_c,619
M_adp_c+M_h_c+M_pg180_p+M_pi_c,992
M_h2o_c+M_hxcoa_c,2291
M_adn_c+M_h_c,851
M_2agpg180_p+M_h_p+M_ocdca_p,357
M_for_p+2.0_M_h_c+M_q8_c,2004
M_fad_c+M_stcoa_c,1930
M_co2_c+M_glx_c+2.0_M_nh4_c,1629
M_clpn181_p+M_glyc_p,1590
M_ditp_c+M_nh4_c,1835
M_h_c+M_mincyc_e,2490
M_g3pg_c+M_h2o_c,2050
M_mocogdp_c+M_ppi_c,2775
M_uacgam_c+M_udcpp_c,2986
M_acgam1p_c+M_coa_c+M_h_c,809
M_oxam_c,2870
M_adp_c+M_h_c+M_lipa_cold_e+M_pi_c,949
M_enter_c+M_h_p,1891
M_cbasp_c+M_h_c,1507
M_3dhsk_c+M_h_c+M_nadph_c,493
4.0_M_h_c+M_iscu_DASH_4fe4s_c,132
4.0_M_h_c+M_sufbcd_DASH_4fe4s_c,136
M_atp_c+M_h_c+M_nicrnt_c,1451
M_ACP_c+M_atp_c+M_dca_c,681
M_atp_c+M_udp_c,1482
M_2dr1p_c+M_gua_c,398
M_adp_c+4.0_M_h_p+M_pi_c,857
M_coa_c+M_ppap_c,1675
M_h_c+M_nadh_c+M_q8_c,2508
M_h_c+M_ps180_c,2570
M_3php_c+M_glu_DASH_L_c,594
M_15dap_c+M_co2_c,198
M_atp_c+M_h2o_c+M_pgp180_c,1436
M_adp_c+M_h_c+M_pa180_p+M_pi_c,974
M_adp_c+M_h_c+M_pa160_c,969
M_accoa_c+M_glu_DASH_L_c,789
M_glc_DASH_D_p+M_h2o_p+M_q8_c,2107
M_atp_c+M_h2o_c+M_pg181_c,1430
M_arbtn_DASH_fe3_e+M_h_p,1242
4.0_M_h_c+M_iscu_DASH_2fe2s_c,131
M_adp_c+M_h_c+M_pg120_p+M_pi_c,987
M_fadh2_c+M_hdd2coa_c,1942
M_cmp_c+M_h_c+M_pgp160_c,1611
M_cdpdtdecg_c+M_h2o_c,1553
M_8aonn_c+M_amet_c,678
M_colipa_p+M_eca4und_p,1685
M_idon_DASH_L_e,2693
M_adp_c+M_h_c+M_skm5p_c,1024
M_atp_c+M_h2o_c+M_his_DASH_L_p,1392
M_ala_DASH_L_p+M_na1_p,1123
M_gdp_c+M_grxrd_c,2079
M_h_p+M_xtsn_p,2653
M_pg180_c+M_pi_c,2885
M_h_p+M_pyr_p,2636
M_h_c+M_mthgxl_c+M_nadph_c,2498
M_xtsn_e,3009
M_3amac_c+M_h2o_c+M_h_c,481
M_3hhexACP_c+M_nadp_c,520
M_2odec11eg3p_p,437
M_dimp_c+M_h2o_c,1830
M_fe2_c+M_ppp9_c,1955
M_2mahmp_c+M_h2o_c,424
M_dtdp4d6dm_c+M_h_c+M_nadph_c,1852
M_12dgr180_c+M_pi_c,178
M_dxyl5p_c+M_h_c+M_nadph_c,1873
M_etha_e,1902
M_doxrbcn_p,1843
M_ddca_p+M_glyc3p_p+M_h_p,1789
M_h_c+M_val_DASH_L_c,2593
M_nadh_c+M_poaac_c,2822
M_ppi_c+M_xmp_c,2917
M_idon_DASH_L_c+M_nad_c,2691
M_anhgm4p_p+M_murein4px4p_p,1219
M_arab_DASH_L_p+M_atp_c+M_h2o_c,1238
M_atp_c+M_h2o_c+M_pe140_c,1418
M_glc_DASH_D_p,2106
M_atp_c+M_h2o_c+M_spmd_p,1444
M_fad_c+6.0_M_h_c+2.0_M_iscs_c+M_iscu_DASH_2fe2s2_c,1920
M_fad_c+2.0_M_fe2_c+2.0_M_h_c,1919
M_atp_c+M_co2_c+M_nh4_c,1305
M_nh4_c+M_pyr_c,2842
M_cl_p,1577
M_2agpg161_c,348
M_atp_c+M_ppi_c,1467
M_glyc_p,2208
M_adp_c+M_h_c+M_lipa_e+M_pi_c,951
M_h2o_c+M_pgp180_c,2346
M_3ocmrs7eACP_c+M_h_c+M_nadph_c,555
M_adp_c+M_h_c+M_ni2_p+M_pi_c,961
M_ggptrc_c+M_h2o_c+M_o2_c,2096
M_2agpg160_p,346
M_h_c+M_nadh_c+M_oaa_c,2503
M_kdo8p_c+M_pi_c,2715
M_h_c+M_pphn_c,2560
M_5caiz_c,648
M_1odec11eg3p_c+M_ACP_c,246
M_grxrd_c+M_gthox_c,2237
M_aacoa_c+M_coa_c,744
M_aact_c+M_co2_c,746
M_dttp_c+M_h2o_c,1862
M_atp_c+M_crn_DASH_D_p+M_h2o_c,1322
M_gua_p,2264
M_23dhb_c+M_h_c+M_nadh_c,273
M_mococdp_c+M_ppi_c,2774
2.0_M_feenter_c+M_fmnh2_c,50
M_fad_c+M_tdcoa_c,1932
4.0_M_co2_c+M_cpppg3_c,126
2.0_M_cpgn_c+M_fadh2_c,33
M_2odecg3p_c+M_h2o_c,440
M_dpcoa_c+M_ppi_c,1845
M_indole_p,2702
M_clpn141_p+M_h2o_p,1583
M_h2o2_c+M_pydx5p_c,2272
M_3ig3p_c+M_ser_DASH_L_c,544
M_atp_c+M_h2o_c+M_pg141_c,1426
M_cmp_c+M_h_c+M_kdo2lipid4_c,1605
M_cpgn_DASH_un_e+M_h_c,1692
M_3opalmACP_c+M_ACP_c+M_co2_c,584
M_acgam6p_c+M_adp_c+M_h_c,811
M_h_c+M_so4_c,2577
M_1agpe120_p+M_ddca_p+M_h_p,203
