reaction_id,index
R_FA80ACPHi,857
R_PUNP7_b,1831
R_EDTXS3,696
R_ACOAD7f_f,181
R_SERD_D,1899
R_Kt3pp,1264
R_CITt7pp,447
R_LALDO3,1270
R_IDONtex_b,1215
R_TKT2_b,1976
R_GLCptspp,1015
R_GLCTR3,1013
R_2AGPGAT120,43
R_ENTERES,703
R_CPPPGO2,502
R_CTBTt2rpp_b,513
R_LPLIPAL2G181,1337
R_SERt2rpp_f,1902
R_EX_co2_LPAREN_e_RPAREN__f,748
R_CLIPAabctex,450
R_CBLAT_b,422
R_HEXt2rpp_f,1162
R_LIPAabctex,1292
R_NTP1,1534
R_SOTA,1918
R_ZN2t3pp,2093
R_GLYAT_b,1048
R_PE141abcpp,1623
R_DASYN141,570
R_FE3HOXtonex,899
R_CLPNS181pp_f,471
R_H2Otex_b,1123
R_PYDXPP,1837
R_GLCt2pp,1016
R_SADH,1888
R_MOBDtex_f,1446
R_PTA2,1808
R_AGM4PCP,248
R_PTRCTA,1814
R_EDA,692
R_EAR121x,650
R_GTHS,1109
R_DHNAOT4,599
R_TKT2_f,1977
R_OCBT_f,1558
R_ADNUC,227
R_EX_gua_LPAREN_e_RPAREN_,782
R_FDH5pp,885
R_AACPS9,126
R_S7PI,1887
R_FESR,930
R_PPKr_b,1759
R_RBFSb,1858
R_CLPNS120pp_b,458
R_PUNP3_b,1823
R_DTMPK_b,632
R_QULNS,1852
R_TMDPP_b,1979
R_FMNRx2,936
R_HEX1,1158
R_THRtex_f,1969
R_CLPNS141pp_f,463
R_MECDPS,1386
R_ADK1_f,219
R_DALAtex_f,562
R_ALATA_D2,288
R_NI2tpp,1510
R_12DGR120tipp,0
R_2AGPGAT181,49
R_ETOHtex_f,711
R_EX_g3pe_LPAREN_e_RPAREN_,769
R_NADTRHD,1481
R_CD2tpp,430
R_ADNt2rpp_f,230
R_ATHRDHr_f,403
R_2AGPE160tipp,25
R_ALATA_L2,289
R_CYSabcpp,530
R_EX_dha_LPAREN_e_RPAREN_,757
R_AGPAT161,262
R_IPPS,1250
R_LGTHL,1289
R_ALAtex_f,298
R_CBMKr_b,425
R_EX_trp_DASH_L_LPAREN_e_RPAREN_,836
R_LYStex_f,1345
R_3PEPTabcpp,98
R_OCTNLL,1560
R_PSSA141,1803
R_PPS,1770
R_ACPPAT120,194
R_EX_akg_LPAREN_e_RPAREN_,730
R_UGLYCH,2033
R_PMDPHT,1739
R_3OAS181,95
R_SUCBZS,1927
R_IPPMIa_f,1247
R_MPTG2,1455
R_ASNtex_b,380
R_EX_fe3_LPAREN_e_RPAREN__b,765
R_ECOAH8_b,690
R_3OAS80,97
R_PGPP181,1673
R_ALAALAabcpp,279
R_DHBSH,593
R_DMATT,614
R_CTECOAI7_b,517
R_GLXCL,1043
R_GTPCII2,1111
R_NDPK7_f,1499
R_G3PGabcpp,970
R_MTHFR2,1464
R_ACALD_f,151
R_HEPK2,1153
R_EX_zn2_LPAREN_e_RPAREN__b,844
R_NAMNPP,1482
R_CD2t3pp,429
R_RNDR2,1867
R_ACSERtpp,204
R_OGMEACPS,1563
R_2AGPG160tipp,39
R_ADNtex_f,232
R_MLTGY3pp,1424
R_MN6PP,1436
R_HACD2_b,1133
R_THRabcpp,1963
R_ALATA_L_b,290
R_ALAt2rpp_f,295
R_GLUDC,1027
R_AGMH,252
R_LIPAabcpp,1291
R_THYMtex_f,1972
R_FMNAT,934
R_LPLIPAL2A140,1318
R_PLIPA1G160pp,1712
R_ALLTNt2rpp_f,308
R_ABUTD,130
R_GLCNt2rpp_f,1005
R_OPHHX3,1576
R_QUINDH_b,1850
R_FE2t2pp,887
R_G6PDH2r_f,978
R_GTHRDabc2pp,1105
R_ARGAGMt7pp_f,359
R_SHK3Dr_b,1911
R_G3PAT141,957
R_MOCDS,1447
R_URIC,2060
R_LPLIPAL1E120pp,1303
R_CPGNR2,493
R_GLYOX3,1078
R_PGPP140,1663
R_MDDCP2pp,1371
R_RPE_f,1878
R_XTSNH,2085
R_PLIPA2A181pp,1722
R_HPYRRy,1178
R_ACACT1r_f,135
R_ILEtex_f,1226
R_TRDR,1986
R_OPMEACPR,1578
R_NTD12,1525
R_ACOAD5f_f,177
R_GLUSy,1034
R_G5SADs,974
R_RHCCE,1864
R_SPMDabcpp,1919
R_ADSL1r_b,236
R_LPLIPAL1A140pp,1297
R_LPLIPAL2A160,1320
R_G3PEtex_f,969
R_GHMT2r_b,998
R_URAt2rpp_f,2052
R_HBZOPT,1147
R_CU2abcpp,522
R_NADPHQR2,1476
R_INDOLEt2rpp_f,1232
R_CHRPL,444
R_DPCOAK,627
R_EX_h_LPAREN_e_RPAREN__b,786
R_FBA3_f,879
R_12DGR160tipp,3
R_APG3PAT181,337
R_EX_hom_DASH_L_LPAREN_e_RPAREN_,789
R_PLIPA1A120pp,1695
R_TMDPP_f,1980
R_ACACT4r_b,140
R_LYStex_b,1344
R_EX_succ_LPAREN_e_RPAREN_,832
R_AGPAT160,261
R_MOX_b,1451
R_GGGABAH,995
R_TPI_b,1984
R_PROt4pp,1785
R_UDPKAAT_b,2031
R_I2FE2ST,1199
R_NTPP11,1540
R_DATPHs,575
R_PSP_L,1800
R_ASPK_b,384
R_HACD5_b,1139
R_EX_k_LPAREN_e_RPAREN__f,797
R_PUNP2_f,1822
R_S2FE2SR,1881
R_EX_h_LPAREN_e_RPAREN__f,787
R_O2tpp_b,1553
R_DHPTDCs2,611
R_PLIPA2G141pp,1732
R_GUACYC,1115
R_DADA,550
R_PROabcpp,1782
R_GDPMNH,989
R_RFAMPtex_b,1860
R_FBP,882
R_EX_lys_DASH_L_LPAREN_e_RPAREN_,804
R_PUNP7_f,1832
R_EX_15dap_LPAREN_e_RPAREN_,716
R_ADPT,234
R_CLPNH161pp,455
R_2AGPGAT141,45
R_AACTOOR,127
R_EX_leu_DASH_L_LPAREN_e_RPAREN_,801
R_12DGR181tipp,6
R_2AGPG161tipp,40
R_ACCOAL,157
R_PYDXK,1835
R_SHSL1,1914
R_ACKr_f,164
R_LPLIPAL2E141,1326
R_LPADSS,1295
R_2AGPGAT161,47
R_GLYCK,1059
R_3OAR181,80
R_PPM_b,1763
R_PUNP1_b,1819
R_PGSA141,1677
R_AKGt2rpp_b,274
R_CGLYtex_b,440
R_ECOAH6_b,686
R_PAPA160pp,1604
R_UM3PL,2038
R_DXPS,639
R_3OAR80_b,85
R_OCTDPS,1559
R_4PEPTtex_f,105
R_INSt2pp,1237
R_LPLIPAL2E161,1328
R_PPA2,1748
R_GLUR_f,1033
R_5DGLCNtex_f,111
R_2AGPG181tipp,42
R_FACOAL180t2pp,873
R_HEPT4,1157
R_CA2tex_f,416
R_CRNt8pp,509
R_MINCYCtpp,1411
R_NTD2,1526
R_4PEPTtex_b,104
R_NDPK6_f,1497
R_PLIPA2A141pp,1718
R_TRSARr_f,2001
R_ORNtex_f,1583
R_VALTA_b,2069
R_SERAT_b,1897
R_ILEt2rpp_f,1224
R_AM4PCP,315
R_AHCYSNS,267
R_CO2tpp_b,481
R_MLTG4,1420
R_FEOXAMR2,921
R_MOAT,1441
R_EAR60x,666
R_LCTStpp_b,1278
R_ACALDtex_b,152
R_DTMPK_f,633
R_NADH18pp,1471
R_K2L4Aabcpp,1251
R_PGM_b,1652
R_THMDt2rpp_b,1954
R_TRPAS2_f,1992
R_PGCD,1644
R_F6PA_b,848
R_TRPtex_f,1999
R_METOX2s,1396
R_SHCHF,1910
R_PGP180abcpp,1659
R_SDPTA_f,1893
R_ASPt2_3pp,395
R_MLTGY2pp,1423
R_ASPTA_f,392
R_EX_quin_LPAREN_e_RPAREN_,827
R_EX_5mtr_LPAREN_e_RPAREN_,720
R_ACHBS,162
R_GLUt2rpp_f,1039
R_PMPK,1741
R_PUNP4_b,1825
R_EX_cit_LPAREN_e_RPAREN_,744
R_DHORD2,604
R_MLDCP2App,1414
R_GALUi,981
R_PAPA180pp,1608
R_SUCCt3pp,1930
R_FUSAtex_b,948
R_NH4tpp_b,1504
R_ECOAH1_f,677
R_PGSA161,1679
R_THRt4pp,1967
R_G6PDH2r_b,977
R_HISt2rpp_f,1167
R_AACPS8,125
R_CTECOAI8_f,520
R_FEENTERtpp,919
R_CYTDt2rpp_b,541
R_ACPPAT181,200
R_ACACT1r_b,134
R_IPDDI_b,1242
R_G1PTT,952
R_ECOAH7_f,689
R_GLYC3Pabcpp,1050
R_GLYALDtex_b,1044
R_PYK,1838
R_TALA_f,1941
R_S4FE4SR,1885
R_CU2tex_b,523
R_ADK3_f,221
R_URDGLYCD,2055
R_HACD4_b,1137
R_PYRt2rpp_b,1842
R_ACtex_b,208
R_KARA2_f,1256
R_ARGSL_b,364
R_CU2tex_f,524
R_ACONTb_b,190
R_DAPE_f,565
R_SUCBZL,1926
R_EAR160x,656
R_NDPK3_f,1491
R_ACOAD4f_b,174
R_KDOPS,1261
R_LPLIPAL2A180,1322
R_GSPMDS,1100
R_PGK_b,1647
R_ARBt3ipp,357
R_CAt6pp_f,419
R_AGM4PH,250
R_HACD8_b,1145
R_GLYCtpp_f,1075
R_ETHAAL,706
R_3OAR140_f,73
R_2AGPEAT181,35
R_EX_adn_LPAREN_e_RPAREN_,728
R_LCARS_f,1276
R_UMPK_b,2041
R_FORtppi,941
R_AP4AS,330
R_GLYt2rpp_b,1080
R_EDTXS2,695
R_ILETA_f,1221
R_INSt2rpp_f,1239
R_EX_lipa_cold_LPAREN_e_RPAREN_,803
R_NTPP1,1538
R_ZN2tpp,2094
R_CD2abcpp,428
R_PMANM_b,1737
R_LYSt2pp,1342
R_FE2tpp,891
R_RNTR4c2,1876
R_GMHEPAT,1085
R_PTRCtex_f,1818
R_THMDt2pp,1953
R_XANtpp_f,2083
R_PA120abcpp,1589
R_ASPK_f,385
R_PGSA120,1675
R_2AGPG140tipp,37
R_GLCabcpp,1014
R_GLUPRT,1031
R_GLYC3Ptex_f,1053
R_ACALDtpp_b,154
R_EX_ura_LPAREN_e_RPAREN_,838
R_HSK,1181
R_FE3HOXUtpp,896
R_UM4PL,2040
R_PTAr_f,1810
R_4PEPTabcpp,103
R_EX_xan_LPAREN_e_RPAREN_,842
R_PIt2rpp_b,1690
R_GLYCK2,1060
R_CPGNabcpp,497
R_PRAMPC,1775
R_PLIPA2E160pp,1726
R_PLIPA1A140pp,1696
R_EDD,693
R_EAR120y,649
R_ACACT3r_f,139
R_ECOAH2_b,678
R_2AGPE141tipp,24
R_PRAIi,1774
R_AMPN,320
R_MG2t3_2pp_b,1400
R_SHCHD2,1909
R_GLCTR1,1011
R_ILEt2rpp_b,1223
R_ALCD2x_b,301
R_FADRx,876
R_VALtex_b,2074
R_EAR140y,653
R_CYTK1_f,546
R_GUAt2pp,1118
R_GLCtexi,1019
R_FE2abcpp,886
R_MOBDabcpp,1444
R_CRNDt2rpp_f,505
R_FEOXAMabcpp,925
R_ICYSDS,1209
R_POX,1746
R_PSD140,1793
R_TTRCYCtpp,2004
R_FEENTERR1,912
R_GTPCI,1110
R_EX_fe2_LPAREN_e_RPAREN__f,764
R_OHPBAT_b,1564
R_ABUTtex_b,132
R_FADRx2,877
R_PMANM_f,1738
R_EX_co2_LPAREN_e_RPAREN__b,747
R_EX_kdo2lipid4_LPAREN_e_RPAREN_,798
R_HYPOE,1189
R_CLPNH141pp,453
R_CYTDtex_b,543
R_CLPNS181pp_b,470
R_DBTS,577
R_GAPD_b,982
R_HACD6_b,1141
R_GLYK,1076
R_PGPP141pp,1666
R_PLIPA1G120pp,1709
R_EAR40x,664
R_PLIPA2A161pp,1720
R_2AGPE140tipp,23
R_SADT2,1889
R_LCARR_b,1273
R_MAN1PT2,1360
R_NOVBCNtex_f,1520
R_HPYRRx,1177
R_CDAPPA161,435
R_GF6PTA,992
R_APH180,343
R_TRPS1,1993
R_ADCS,212
R_DHBD_f,591
R_PUNP2_b,1821
R_PHETA1_f,1685
R_PPM2_f,1762
R_ECOAH7_b,688
R_APRAUR,345
R_PLIPA2G180pp,1735
R_AMMQLT8,318
R_AGPAT141,260
R_PA161abcpp,1593
R_ACACT2r_f,137
R_EX_pyr_LPAREN_e_RPAREN_,826
R_PGPP181pp,1674
R_ADSS,240
R_MEOHtrpp_f,1392
R_MLTP2_b,1428
R_Ktex_f,1266
R_NTD8,1532
R_LPLIPAL1G140pp,1311
R_NAt3_1p5pp,1483
R_OHPBAT_f,1565
R_ASPabcpp,393
R_TYRL,2005
R_ASP1DC,382
R_G3PAT180,960
R_3HAD100,52
R_AGM3PH,244
R_CYTDtex_f,544
R_LPLIPAL2E120,1324
R_PIuabcpp,1694
R_FEOXAMUtpp,924
R_MCITL2_b,1362
R_FLVRx,933
R_UM4PCP,2039
R_PPK2r_b,1757
R_G6PP,979
R_CDAPPA140,432
R_CTBTabcpp,512
R_ASNS1,375
R_CBLAT_f,423
R_FLDR2,931
R_ACPPAT160,197
R_PGMT_f,1651
R_3OAS121,89
R_ADK1_b,218
R_DUTPDP,637
R_EX_acald_LPAREN_e_RPAREN_,724
R_LSERDHr_b,1338
R_ACPPAT140,195
R_ARBTNtex,351
R_EAR180x,660
R_GDPDPK,988
R_LPLIPAL2G120,1331
R_NADH10,1468
R_ALAR_b,286
R_TDPDRR,1946
R_VALt2rpp_f,2073
R_GLYC3Ptex_b,1052
R_PSD120,1792
R_LALGP,1271
R_5DGLCNR_f,107
R_CLPNS140pp_f,461
R_CMtex_b,476
R_EX_cobalt2_LPAREN_e_RPAREN__b,749
R_EX_mn2_LPAREN_e_RPAREN__b,809
R_XANtex_f,2081
R_P5CR,1588
R_PDX5PO2,1617
R_CTECOAI8_b,519
R_DB4PS,576
R_EX_thymd_LPAREN_e_RPAREN_,835
R_EX_mal_DASH_L_LPAREN_e_RPAREN_,805
R_ACOAD1f_f,169
R_ECOAH4_b,682
R_PAPA140pp,1600
R_ACt2rpp_f,206
R_UREAtex_f,2057
R_CLPNS140pp_b,460
R_METOX1s,1395
R_H2Otpp_f,1126
R_MLDCP1Bpp,1413
R_PHEt2rpp_b,1686
R_PLIPA2G160pp,1733
R_XANtpp_b,2082
R_LADGMDH,1268
R_2MAHMP,50
R_F6PA_f,849
R_EDTXS4,697
R_RNDR1,1865
R_SSALy,1925
R_LPLIPAL2A120,1317
R_PGP181abcpp,1660
R_HPYRI_b,1175
R_RNDR2b,1868
R_PG180abcpp,1640
R_FACOAL161t2pp,872
R_IPDDI_f,1243
R_RNDR4b,1872
R_TKT1_b,1974
R_EAR80x,668
R_FA160ACPHi,855
R_FA100ACPHi,851
R_AACPS6,123
R_AACPS7,124
R_LPLIPAL1G120pp,1310
R_BTS5,413
R_GLYt2pp,1079
R_ACACT6r_b,144
R_SEPHCHCS,1894
R_E4PD_f,645
R_MDDEP3pp,1377
R_MLTP3_b,1430
R_PPA,1747
R_LPLIPAL2G141,1333
R_ETOHtrpp_f,713
R_DAGK160,556
R_DHBD_b,590
R_ACOAD6f_b,178
R_EX_lac_DASH_D_LPAREN_e_RPAREN_,799
R_2AGPA141tipp,17
R_OXAMTC,1586
R_DHQTi,613
R_GTPDPK,1113
R_AACPS5,122
R_GGGABADr_b,993
R_NADH16pp,1469
R_SERAT_f,1898
R_I2FE2SR,1196
R_LEUtex_b,1287
R_XTSNt2rpp_b,2086
R_12PPDRtpp_b,9
R_ATPM,405
R_CITtex_f,449
R_GMHEPK,1086
R_HACD1_b,1131
R_MACPD,1352
R_NDPK4_f,1493
R_PGAMT_f,1643
R_MLDEP2pp,1418
R_ECAP1pp,672
R_LDH_D_b,1281
R_12DGR180tipp,5
R_ACt2rpp_b,205
R_CLPNS160pp_f,465
R_ALCD19_b,299
R_NAt3pp,1485
R_DHNCOAS,600
R_PAPA161,1605
R_NOVBCNtpp,1521
R_UMPK_f,2042
R_3AMACHYD,51
R_EAR140x,652
R_SUCCt2_2pp,1928
R_SUCCtex_f,1932
R_EX_glcn_LPAREN_e_RPAREN_,773
R_AGM4PA,246
R_NTP3,1536
R_CLPNH180pp,456
R_LPLIPAL1A160pp,1299
R_FACOAE160,862
R_NNATr_b,1516
R_PTPATi,1811
R_LIPOCT,1293
R_SUCCtex_b,1931
R_EX_alltn_LPAREN_e_RPAREN_,734
R_PRPPS_b,1788
R_EX_acolipa_LPAREN_e_RPAREN_,725
R_ECOAH1_b,676
R_NADH5,1472
R_A5PISO_f,117
R_GLYCAtex_f,1057
R_MLDEP1pp,1417
R_ALAALAtex_f,283
R_EX_cu2_LPAREN_e_RPAREN__b,753
R_OMPDC,1571
R_SUCOAS_f,1935
R_MALtex_f,1359
R_MGSA,1406
R_GALT1,980
R_NTD10,1523
R_ASPT,390
R_EX_so4_LPAREN_e_RPAREN__b,829
R_NADH9,1473
R_GLCDpp,1003
R_P5CD,1587
R_PTRCtex_b,1817
R_INDOLEt2rpp_b,1231
R_ENO_f,701
R_G5SD,975
R_INDOLEtex_f,1234
R_XANtex_b,2080
R_OMMBLHX,1569
R_GRXR,1097
R_GGPTRCO,996
R_3HAD120,53
R_FRD3,943
R_PA160abcpp,1592
R_COBALT2tpp,487
R_DCYTD,579
R_THRA2i,1958
R_EX_acser_LPAREN_e_RPAREN_,726
R_G3PGtex_b,971
R_HOMtex_b,1172
R_3HAD40,61
R_FECRMUtex,907
R_CYStex_f,532
R_ZNabcpp,2095
R_HACD8_f,1146
R_IDOND2,1210
R_FOMETRi,937
R_EX_LalaDgluMdapDala_LPAREN_e_RPAREN_,721
R_PE140abcpp,1622
R_AGPR_b,265
R_L_DASH_LACtex_f,1351
R_GLUDy_b,1028
R_ECA4OALpp,671
R_I4FE4SR,1200
R_PPBNGS,1751
R_CLPNS180pp_b,468
R_SERt4pp,1903
R_LPLIPAL2G161,1335
R_PROt2rpp_b,1783
R_AGMT,254
R_MOAT3C,1443
R_ARBt2rpp_b,355
R_HEPK1,1152
R_GAPD_f,983
R_ASPO4,387
R_HCO3E_b,1148
R_LPLIPAL1A120pp,1296
R_MEOHtex_f,1390
R_PItex_b,1692
R_PYDAMK,1834
R_3HAD160,57
R_ICHORT,1207
R_NTP5,1537
R_AACPS2,119
R_3HPPtex_f,65
R_ARBTNtonex,352
R_GSNK,1098
R_NDPK8_f,1501
R_NMNDA,1513
R_NMNAT,1512
R_RNDR3b,1870
R_MOBDtex_b,1445
R_PRPPS_f,1789
R_EX_12ppd_DASH_S_LPAREN_e_RPAREN_,715
R_EX_hxan_LPAREN_e_RPAREN_,791
R_OPMEACPS,1579
R_DHFR_b,596
R_PLIPA1E160pp,1705
R_GNK,1091
R_ASPt2rpp_b,397
R_EX_cbl1_LPAREN_e_RPAREN__f,742
R_LPLIPAL1E161pp,1307
